HolidayDate,HolidayDateNZ,HolidayD,HolidayMonth,HolidayYear,DayNumberOfWeek,HolidayDay,HolidayName,NationalHoliday,ObservedDate,ObservedDay
6/05/2017,5/06/2017,5,6,2017,1,Monday,Queen's Birthday,Y,6/05/2017,Monday
09/25/2017,25/09/2017,25,9,2017,1,Monday,South Canterbury Anniversary,N,09/25/2017,Monday
10/20/2017,20/10/2017,20,10,2017,5,Friday,Hawke's Bay Anniversary,N,10/20/2017,Friday
10/23/2017,23/10/2017,23,10,2017,1,Monday,Labour Day,Y,10/23/2017,Monday
10/30/2017,30/10/2017,30,10,2017,1,Monday,Marlborough Anniversary,N,10/30/2017,Monday
11/17/2017,17/11/2017,17,11,2017,5,Friday,Canterbury Anniversary,N,11/17/2017,Friday
11/27/2017,27/11/2017,27,11,2017,1,Monday,Chatham Islands Anniversary,N,11/27/2017,Monday
12/04/2017,4/12/2017,4,12,2017,1,Monday,Westland Anniversary,N,12/04/2017,Monday
12/25/2017,25/12/2017,25,12,2017,1,Monday,Christmas Day,Y,12/25/2017,Monday
12/26/2017,26/12/2017,26,12,2017,2,Tuesday,Boxing Day,Y,12/26/2017,Tuesday
1/01/2018,1/01/2018,1,1,2018,1,Monday,New Year's Day,Y,1/01/2018,Monday
1/02/2018,2/01/2018,2,1,2018,2,Tuesday,Day after New Year's Day,Y,1/02/2018,Tuesday
01/22/2018,22/01/2018,22,1,2018,1,Monday,Wellington Anniversary,N,01/22/2018,Monday
01/29/2018,29/01/2018,29,1,2018,1,Monday,Auckland Anniversary,N,01/29/2018,Monday
01/29/2018,29/01/2018,29,1,2018,1,Monday,Nelson Anniversary,N,01/29/2018,Monday
2/06/2018,6/02/2018,6,2,2018,2,Tuesday,Waitangi Day,Y,2/06/2018,Tuesday
3/12/2018,12/03/2018,12,3,2018,1,Monday,Taranaki Anniversary,N,3/12/2018,Monday
03/26/2018,26/03/2018,26,3,2018,1,Monday,Otago Anniversary,N,03/26/2018,Monday
03/30/2018,30/03/2018,30,3,2018,5,Friday,Good Friday,Y,03/30/2018,Friday
4/02/2018,2/04/2018,2,4,2018,1,Monday,Easter Monday,Y,4/02/2018,Monday
4/03/2018,3/04/2018,3,4,2018,2,Tuesday,Southland Anniversary,N,4/03/2018,Tuesday
04/25/2018,25/04/2018,25,4,2018,3,Wednesday,ANZAC Day,Y,04/25/2018,Wednesday
6/04/2018,4/06/2018,4,6,2018,1,Monday,Queen's Birthday,Y,6/04/2018,Monday
09/24/2018,24/09/2018,24,9,2018,1,Monday,South Canterbury Anniversary,N,09/24/2018,Monday
10/19/2018,19/10/2018,19,10,2018,5,Friday,Hawke's Bay Anniversary,N,10/19/2018,Friday
10/22/2018,22/10/2018,22,10,2018,1,Monday,Labour Day,Y,10/22/2018,Monday
10/29/2018,29/10/2018,29,10,2018,1,Monday,Marlborough Anniversary,N,10/29/2018,Monday
11/16/2018,16/11/2018,16,11,2018,5,Friday,Canterbury Anniversary,N,11/16/2018,Friday
12/03/2018,3/12/2018,3,12,2018,1,Monday,Westland Anniversary,N,12/03/2018,Monday
12/03/2018,3/12/2018,3,12,2018,1,Monday,Chatham Islands Anniversary,N,12/03/2018,Monday
12/25/2018,25/12/2018,25,12,2018,2,Tuesday,Christmas Day,Y,12/25/2018,Tuesday
12/26/2018,26/12/2018,26,12,2018,3,Wednesday,Boxing Day,Y,12/26/2018,Wednesday
1/01/2019,1/01/2019,1,1,2019,2,Tuesday,New Year's Day,Y,1/01/2019,Tuesday
1/02/2019,2/01/2019,2,1,2019,3,Wednesday,Day after New Year's Day,Y,1/02/2019,Wednesday
01/21/2019,21/01/2019,21,1,2019,1,Monday,Wellington Anniversary,N,01/21/2019,Monday
01/28/2019,28/01/2019,28,1,2019,1,Monday,Auckland Anniversary,N,01/28/2019,Monday
2/04/2019,4/02/2019,4,2,2019,1,Monday,Nelson Anniversary,N,2/04/2019,Monday
2/06/2019,6/02/2019,6,2,2019,3,Wednesday,Waitangi Day,Y,2/06/2019,Wednesday
3/11/2019,11/03/2019,11,3,2019,1,Monday,Taranaki Anniversary,N,3/11/2019,Monday
03/25/2019,25/03/2019,25,3,2019,1,Monday,Otago Anniversary,N,03/25/2019,Monday
04/19/2019,19/04/2019,19,4,2019,5,Friday,Good Friday,Y,04/19/2019,Friday
04/22/2019,22/04/2019,22,4,2019,1,Monday,Easter Monday,Y,04/22/2019,Monday
04/23/2019,23/04/2019,23,4,2019,2,Tuesday,Southland Anniversary,N,04/23/2019,Tuesday
04/25/2019,25/04/2019,25,4,2019,4,Thursday,ANZAC Day,Y,04/25/2019,Thursday
6/03/2019,3/06/2019,3,6,2019,1,Monday,Queen's Birthday,Y,6/03/2019,Monday
09/23/2019,23/09/2019,23,9,2019,1,Monday,South Canterbury Anniversary,N,09/23/2019,Monday
10/25/2019,25/10/2019,25,10,2019,5,Friday,Hawke's Bay Anniversary,N,10/25/2019,Friday
10/28/2019,28/10/2019,28,10,2019,1,Monday,Labour Day,Y,10/28/2019,Monday
11/04/2019,4/11/2019,4,11,2019,1,Monday,Marlborough Anniversary,N,11/04/2019,Monday
11/15/2019,15/11/2019,15,11,2019,5,Friday,Canterbury Anniversary,N,11/15/2019,Friday
12/02/2019,2/12/2019,2,12,2019,1,Monday,Westland Anniversary,N,12/02/2019,Monday
12/02/2019,2/12/2019,2,12,2019,1,Monday,Chatham Islands Anniversary,N,12/02/2019,Monday
12/25/2019,25/12/2019,25,12,2019,3,Wednesday,Christmas Day,Y,12/25/2019,Wednesday
12/26/2019,26/12/2019,26,12,2019,4,Thursday,Boxing Day,Y,12/26/2019,Thursday
1/01/2020,1/01/2020,1,1,2020,3,Wednesday,New Year's Day,Y,1/01/2020,Wednesday
1/02/2020,2/01/2020,2,1,2020,4,Thursday,Day after New Year's Day,Y,1/02/2020,Thursday
01/20/2020,20/01/2020,20,1,2020,1,Monday,Wellington Anniversary,N,01/20/2020,Monday
01/27/2020,27/01/2020,27,1,2020,1,Monday,Auckland Anniversary,N,01/27/2020,Monday
2/03/2020,3/02/2020,3,2,2020,1,Monday,Nelson Anniversary,N,2/03/2020,Monday
2/06/2020,6/02/2020,6,2,2020,4,Thursday,Waitangi Day,Y,2/06/2020,Thursday
3/09/2020,9/03/2020,9,3,2020,1,Monday,Taranaki Anniversary,N,3/09/2020,Monday
03/23/2020,23/03/2020,23,3,2020,1,Monday,Otago Anniversary,N,03/23/2020,Monday
4/10/2020,10/04/2020,10,4,2020,5,Friday,Good Friday,Y,4/10/2020,Friday
04/13/2020,13/04/2020,13,4,2020,1,Monday,Easter Monday,Y,04/13/2020,Monday
04/14/2020,14/04/2020,14,4,2020,2,Tuesday,Southland Anniversary,N,04/14/2020,Tuesday
04/25/2020,25/04/2020,25,4,2020,6,Saturday,ANZAC Day,Y,04/27/2020,Monday
6/01/2020,1/06/2020,1,6,2020,1,Monday,Queen's Birthday,Y,6/01/2020,Monday
09/28/2020,28/09/2020,28,9,2020,1,Monday,South Canterbury Anniversary,N,09/28/2020,Monday
10/23/2020,23/10/2020,23,10,2020,5,Friday,Hawke's Bay Anniversary,N,10/23/2020,Friday
10/26/2020,26/10/2020,26,10,2020,1,Monday,Labour Day,Y,10/26/2020,Monday
11/02/2020,2/11/2020,2,11,2020,1,Monday,Marlborough Anniversary,N,11/02/2020,Monday
11/13/2020,13/11/2020,13,11,2020,5,Friday,Canterbury Anniversary,N,11/13/2020,Friday
11/30/2020,30/11/2020,30,11,2020,1,Monday,Westland Anniversary,N,11/30/2020,Monday
11/30/2020,30/11/2020,30,11,2020,1,Monday,Chatham Islands Anniversary,N,11/30/2020,Monday
12/25/2020,25/12/2020,25,12,2020,5,Friday,Christmas Day,Y,12/25/2020,Friday
12/26/2020,26/12/2020,26,12,2020,6,Saturday,Boxing Day,Y,12/28/2020,Monday
